pmid,title,journal,year,authors,abstract,query
39081440,Prospective Evaluation of Safety and Diagnostic Efficacy of Medical Thoracoscopy in Undiagnosed Exudative Pleural Effusion: Experience From a Tuberculosis High-Burden Country.,Cureus,2024,Ajoy K Behera; Ranganath Ganga; Vikas Kumar; Dibakar Sahu; Soma S Kiran; Rakesh K Gupta; Amit K Rath; Nitesh Goyal,"Pleural effusion is due to the pathological accumulation of pleural fluid in the pleural space, 25%-30% of which may remain undiagnosed despite the combination of biochemical, microbiological, and pathological tests and closed pleural biopsy. Medical thoracoscopy may help physicians diagnose such cases. We aimed to study the diagnostic yield of medical thoracoscopy in patients with undiagnosed exudative pleural effusion and assess the safety profile of the medical thoracoscopy. A cross-sectional descriptive study was conducted on 105 patients with undiagnosed pleural effusion. Medical thoracoscopy was performed using an Olympus semi-rigid thoracoscope (LTF 160 Evis Pleurovideoscope, Japan) as per standard protocol. Multiple pleural biopsies were taken and sent for histopathology examination, NAAT (nucleic acid amplification test), and MGIT (mycobacteria growth indicator tube). Post-procedure, the patients were evaluated for any complications. A total of 105 patients were enrolled in the study. The mean ± SD age was 55.1 ± 13.6 years. Sixty-three (60%) patients were males. The diagnostic utility of medical thoracoscopy was found in 94 (89.5%) patients. The diagnosis of tuberculosis (TB) was made in 34 (32.3%) patients, and 48 (45.7%) patients were diagnosed with malignant pleural effusion. Adenocarcinoma of the lung was the most common malignancy diagnosed (32 patients, 66.6%). Five (5.31%) patients had dual etiology of pleural effusion: tubercular and malignancy. The most common complication was chest pain following the procedure (99.4%). One patient developed pneumomediastinum and was managed conservatively. There were no major adverse events after the procedure. Medical thoracoscopy has a high diagnostic yield and favorable safety profile with minimal complications. Excessive reliance on the level of ADA (adenosine deaminase) may further delay the diagnosis. Dual etiologies like TB coexisting with malignancy should be considered in TB high-burden countries.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39067963,"Isoniazid monoresistant tuberculosis treatment outcomes in Puducherry, South India - A mixed methods study.",The Indian journal of tuberculosis,2024,Arifunhera J; Mirunalini R; Palanivel Chinnakali,"On a programmatic basis, a new regimen was introduced in the National Tuberculosis Elimination Programme for isoniazid monoresistant tuberculosis in a few states in India. To describe the clinical attributes and treatment outcomes of isoniazid mono-resistant tuberculosis patients on the new 6-month levofloxacin-containing regimen in Puducherry, India. The study is designed as a convergent parallel mixed-methods study: a retrospective cohort study and a descriptive qualitative study. A total of 180 Hr-TB patient health records were reviewed, and in-depth interviews with 35 participants were conducted. (20 Hr-TB patients and 15 HCWs). Of the total 180 Hr-TB patients included, we documented unfavourable outcomes in 26.1% of cases, and the KatG gene mutation was the most common mutation observed (63.9%). A significant risk of unfavourable outcomes was associated with low adherence and positive sputum at the third-month culture report. In interviewing the stakeholders, major challenges observed were the increased pill burden, delay in diagnosis, shortage of drugs, and lack of staff. Hr-TB patients have difficulty in adhering to the 6-month levofloxacin regimen, with the need for rigorous early 3-month follow-up and assessment.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39039832,Letter: Extreme diagnostic delay due to misdiagnosis of gastrointestinal tuberculosis later diagnosed as postoperative Crohn's disease.,Alimentary pharmacology & therapeutics,2024,Abhirup Chatterjee; Ashutosh Ishan Yadav; Aravind Sekar; Harjeet Singh; Usha Dutta; Vishal Sharma,,(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39035370,Multifocal Skeletal Tuberculosis - A Case Report.,Journal of orthopaedic case reports,2024,Ranjith Unnikrishnan; Ankith Chacko; Muhammad Jasim; Nitheesh Chandran; S Gowrishankar,"Tuberculosis (TB) remains a pervasive infectious disease, and extrapulmonary manifestations account for a significant proportion of cases. Skeletal involvement is observed in about 10% of extrapulmonary TB instances. While spinal TB is relatively common, sacroiliac (SI) joint TB is a rare occurrence, particularly in immunocompetent individuals. This case report discusses an unusual presentation in a 19-year-old immunocompetent lady where the spine, acetabulum, and SI joint were concurrently affected. The patient, initially undergoing alternative medicine, exhibited severe pain, weight loss, and restricted mobility. Radiological evaluations, including X-rays and magnetic resonance imaging, revealed extensive vertebral and pelvic destruction with abscess formation. Surgical debridement and stabilization, alongside antitubercular treatment, led to significant improvement. This case emphasizes the challenges in diagnosing multifocal skeletal TB, highlights the importance of early intervention, and underscores the impact of alternative medicine on treatment delays. A multidisciplinary approach involving histopathological and microbiological examinations is crucial for optimal management.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39034827,"<i>Ni-kshay Poshan Yojana</i>: receipt and utilization among persons with TB notified under the National TB Elimination Program in India, 2022.",Global health action,2024,Kathiresan Jeyashree; Jeromie W V Thangaraj; Devika Shanmugasundaram; G Sri Lakshmi Priya; Sumit Pandey; Venkateshprabhu Janagaraj; Prema Shanmugasundaram; Sumitha Ts; Sabarinathan Ramasamy; Joshua Chadwick; Sivavallinathan Arunachalam; Rahul Sharma; Vaibhav Shah; Aniket Chowdhury; Swati Iyer; Raghuram Rao; Sanjay K Mattoo; Manoj V Murhekar; Npy Evaluation Group,"<i>Ni-kshay Poshan Yojana</i> (NPY), a direct benefit transfer scheme under the National Tuberculosis Elimination Program (NTEP) in India, provides a monthly benefit of INR500 for nutritional support of persons with TB (PwTB). To determine the proportion of PwTB receiving atleast one NPY instalment and pattern of utilisation; to ascertain factors associated with NPY non-receipt and association of NPY receipt with TB treatment outcome. In our cross-sectional study, we used multi-stage sampling to select PwTB whose treatment outcome was declared between May 2022 and February 2023. A cluster-adjusted, generalized linear model was used to identify factors associated with the non-receipt of NPY and determine association between NPY receipt and TB treatment outcome. Among 3201 PwTB, 2888 (92.7%; 95% CI 89.8%, 94.8%) had received at least one NPY instalment, and 1903 (64.2%; 95% CI 58.9%, 69.2%) self-reported receipt of benefit. The median (IQR) time to receipt of first instalment was 105 (60,174) days. Non-receipt was significantly higher among PwTB from states with low TB score (aPR = 2.34; 95%CI 1.51, 3.62), who do not have bank account (aPR = 2.48; 95%CI 1.93, 3.19) and with unknown/missing diabetic status (aPR = 1.69; 95%CI 1.11, 2.55). Unfavorable treatment outcomes were associated with non-receipt of NPY (aPR 4.93; 95%CI 3.61,6.75) after adjusting for potential confounders. Majority of the PwTB received atleast one NPY instalment, but they experience significant delays. Most of the recipients utilised NPY for nutrition. Longitudinal follow-up studies are required to study the impact of NPY on treatment outcomes.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39011006,Strengthening the Diagnosis of Drug-Resistant Tuberculosis Using NGS-Based Approaches and Bioinformatics Pipelines for Data Analysis in India.,Indian journal of microbiology,2024,Vaibhav Kumar Tamrakar; Nitish Singh Parihar; Jyothi Bhat; S Rajasubramaniam,"In India, drug-resistant tuberculosis (DR-TB) is a major public health issue and a significant challenge to stop TB program. An estimated 27% of new TB cases and 44% of previously treated TB cases are resistant to at least one anti-TB drug. The conventional methods for DR-TB diagnosis are time-consuming and have limitations, leading to delays in treatment initiation and the spread of the disease. Next-generation sequencing (NGS) based approaches have emerged as a promising tool for diagnosing DR-TB, simultaneously offering rapid and accurate detection of resistance mutations in multiple genes. NGS-based approaches generate a large amount of data, which requires efficient and reliable bioinformatics pipelines for data analysis. TBProfiler and Mykrobe are the bioinformatics pipelines that have been created to analyze NGS data for the diagnosis of DR-TB. These pipelines use reference-based and machine-learning approaches to detect resistance mutations and predict drug susceptibility, enabling clinicians to make informed treatment decisions. Implementing NGS-based approaches and bioinformatics pipelines for DR-TB diagnosis can potentially improve patient outcomes by facilitating early detection of drug resistance and guiding personalized treatment regimens. However, the widespread adoption of these approaches in India faces several challenges, including high costs, limited infrastructure, and a lack of trained personnel. Addressing these challenges requires concerted effort to ensure equitable access to and effective implementation of these innovative technologies.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
39006181,Rare Extrapulmonary Tuberculosis: Covert symptoms and Diagnostic Dilemma.,Nigerian medical journal : journal of the Nigeria Medical Association,2024,Guddi Rani Singh; Anila Sinha; Anushweta; Richa Sharma; Kumar Saurabh; Debaditya Haldar,"Pulmonary tuberculosis may result in haematogenous and lymphatic extension in case of failure of early detection, or immunocompromised status, leading to extrapulmonary tuberculosis. Rare sites of extrapulmonary tuberculosis include the gastrointestinal tract, musculoskeletal system, genital tract, middle ear and pericardium. Histopathological findings of macro-confluent granuloma with or without caseous necrosis, along with detection of acid-fast bacilli (AFB) on Ziehl-Neelsen (ZN) staining, and GeneXpert for detection of <i>Mycobacterium tuberculosis</i> DNA, are key in establishing a diagnosis of tuberculosis. Biopsy-proven extrapulmonary granulomatous lesions were included in this study. Histopathological evaluation of all extrapulmonary biopsy specimens sent to the Department of Pathology were done for the presence of granuloma and necrosis, and ZN staining for AFB was done in all the cases of granulomatous lesions with or without the presence of necrosis. The same cases, with biopsy specimens sent in normal saline, were re-evaluated in a molecular laboratory with the help of GeneXpert MTB to detect the DNA of <i>Mycobacterium tuberculosis</i>. All biopsy specimens from extrapulmonary sites which were sent to the Department of Pathology were used for DNA extraction. Out of the 10 cases of extrapulmonary granulomatous lesions, 8 showed caseous necrosis on microscopy, and 7 showed the presence of acid-fast bacilli on Ziehl-Neelsen staining. GeneXpert detected DNA of <i>Mycobacterium tuberculosis</i> in 9 cases. Extrapulmonary tuberculosis rarely occurs as primary, and mostly spreads from lung parenchyma via a haematogenous route. Tuberculosis of the gastrointestinal tract, peritoneum, lymph nodes, and solid viscera are together termed abdominal tuberculosis. Entities like tuberculosis of the pericardium and ear are extremely rare. Extrapulmonary tuberculosis should be a differential in cases of chronic non-responding cases with diagnostic dilemmas. To avoid diagnostic delay, in cases of high suspicion, one should go for biopsy along with ZN staining for diagnostic confirmation as this is cost-effective, followed by GeneXpert for <i>Mycobacterium tuberculosis</i> in highly suspected cases with absent caseous necrosis and negative ZN staining.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38990593,Reevaluating Diagnosis of Sarcoidosis: Biopsy with Necrosis in Mycobacterial Endemic Areas.,The Journal of the Association of Physicians of India,2024,Abhilasha A Manwatkar; John Kumar Das; N P Rijo Issac; Nagamounika Kothapalli; A S Chandhu; V Prabhu; John Mathew,"Sarcoidosis is a multisystem inflammatory disease with a variable presentation. The most characteristic feature of sarcoidosis is nonnecrotizing granulomas. However, when sarcoidosis presents with rare organ involvement, and biopsy shows necrosis, the diagnosis becomes challenging. Here, we present three cases of sarcoidosis with unusual organ involvement and biopsy findings of necrosis, leading to a delay in diagnosis and treatment. Case 1 was presented with lymphoreticular involvement within the intraparotid lymph node and genitourinary area. Biopsy from the epididymis showed necrosis, initially leading to treatment for tuberculosis (TB). Case 2 describes lymphoreticular involvement and cardiac symptoms. His cervical and bone marrow biopsies showed necrosis. Case 3's presentation was disseminated lymphadenopathy with hepatosplenomegaly, initially suspected as malignancy or TB. While biopsy plays a significant role in diagnosing sarcoidosis, the presence of necrosis alone should not lead to its exclusion.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38988406,TB preventive therapy: uptake and time to initiation during implementation of '7-1-7'.,IJTLD open,2024,A D Harries; D Nair; P Thekkur; R Ananthakrishnan; R Thiagesan; J M Chakaya; I Mbithi; B Jamil; R Fatima; M Khogali; R Zachariah; S D Berger; S Satyanarayana; A M V Kumar; A F Bochner; A McClelland,,(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38978944,Tuberculosis of the Femur With Intramedullary Abscesses and No Pulmonary Foci in an Immunocompetent Male: A Rare Case.,Cureus,2024,Sankalp Yadav; Gautam Rawal; Naveen Jeyaraman; Madhan Jeyaraman,"Tuberculosis of the long bones/femur, especially in an immunocompetent person, is a challenging diagnosis. It is a rare entity, even in endemic settings. The non-specific clinical features, backed by a low suspicion about such presentations even in endemic settings, may result in delayed diagnosis and often unfavorable treatment outcomes. The situation becomes even more challenging in the absence of pulmonary foci and a contact history of tuberculosis. Here is a case of a young adult male who presented with complaints of pain over his left leg for three months. A diagnosis was achieved with magnetic resonance imaging and the isolation of the bacteria from a bone biopsy using a cartridge-based nucleic acid amplification test. Antituberculous treatment was promptly initiated.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38955384,Camptodactyly-arthropathy-coxa vara-pericarditis (CACP) syndrome.,BMJ case reports,2024,Sri Lakshmi Sathiyaseelan; Kavita Krishna; Deepti Agarwal; Jitendra Shankarlal Oswal,"Camptodactyly-arthropathy-coxa vara-pericarditis syndrome (CACP) is a rare autosomal recessive disease caused by mutation in proteoglycan 4 (PRG4) gene on chromosome 1q25-q31. We faced a dilemma and delay in diagnosis in two sisters. The elder sister had pericardial effusion with constrictive pericarditis, underwent pericardiectomy and received empirical treatment for suspected tuberculosis. After 2 years, she developed bilateral knee swelling with restriction of movement. At the same time, her younger sister also presented with bilateral knee swelling which aroused the suspicion of genetic disease. The whole-genome sequencing revealed homozygous PRG4 mutation suggestive of CACP syndrome.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38954723,Optimizing the cascade of prevention to protect people from tuberculosis: A potential game changer for reducing global tuberculosis incidence.,PLOS global public health,2024,Alberto Matteelli; Gavin Churchyard; Daniela Cirillo; Saskia den Boon; Dennis Falzon; Yohhei Hamada; Rein M G J Houben; Avinash Kanchar; Afrânio Kritski; Blessina Kumar; Cecily Miller; Dick Menzies; Tiziana Masini,"The provision of tuberculosis preventive treatment is one of the critical interventions to reduce tuberculosis incidence and ultimately eliminate the disease, yet we still miss appropriate tools for an impactful intervention and treatment coverage remains low. We used recent data, epidemiological estimates, and research findings to analyze the challenges of each step of the cascade of tuberculosis prevention that currently delay the strategy implementation. We addressed research gaps and implementation bottlenecks that withhold key actions in tuberculosis case finding, testing for tuberculosis infection, provision of preventive treatment with safer, shorter regimens and supporting people to complete their treatment. Empowering communities to generate demand for preventive therapy and other prevention services in a holistic manner and providing adequate financial support to sustain implementation are essential requirements. The adoption of an effective, universal monitoring and evaluation system is a prerequisite to provide general and granular insight, and to steer progress of the tuberculosis infection strategy at global and local level.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38948543,Reasons and extent of delay in the diagnosis of pulmonary tuberculosis after the appearance of symptoms.,Journal of family medicine and primary care,2024,Zuber Ahmad; Ishma Zubair; Shahbaz Ahmad; Nibras Zuber; Wamiq Salar,"Delay in the diagnosis of tuberculosis (TB) is a significant problem at both individual and community levels. Delayed diagnosis of TB contributes to more severe disease manifestations, higher risk of death, and higher disease transmission in the community. We conducted this study to assess the extent and associated reasons for delay in diagnosis of pulmonary TB. This study was conducted in the Department of TB and Respiratory Diseases, J. N. Medical College, Aligarh, from June 2020 to May 2022. A total of 2053 new pulmonary TB patients, who first consulted any private healthcare provider (HCP) for treatment, were enrolled in the study. The required information was collected by interview technique using a predesigned questionnaire. A total of 2053 patients were enrolled in the study. There was a significant delay of more than 2 weeks in the diagnosis of pulmonary TB after the onset of symptoms in 94% of patients. The extent of delay ranged from 8 days to 240 days with a mean of 36.33 days. The delay in visiting the HCPs by the patient was not significant. Only 5.85% of patients had a significant delay of more than 2 weeks in seeking any health care after the appearance of symptoms. A delay by HCP contributed to a greater portion of the total delay, with a mean of 31.77 days. The main reason for the delay by HCPs was not investigating TB. The hospital delay was not significant. The mean hospital delay was 5.82 days. The delay in the diagnosis of TB in India is very high. A delay by HCPs contributes to a greater portion of the total delay. Information, Education and Communication (IEC) activities will play an important role in reducing the delay. All HCPs should be actively involved in subjecting the suspects to TB diagnosis at the earliest possible as per National Tuberculosis Elimination Programme (NTEP) guidelines.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38916384,Exploring the Complexities: Understanding the Clinicopathological Spectrum of Tuberculosis in the Head-and-neck Region.,International journal of mycobacteriology,2024,Shazima Sheereen; Mohnish Zulfikar Manva; Shamama Sheereen; Namrata N Patil,"Tuberculosis (TB) affecting the head-and-neck area can often resemble cancer, leading to misdiagnosis and delayed treatment. A better understanding of this condition is necessary for early diagnosis and prompt treatment initiation. This study examines the clinical and pathological characteristics of different types of TB in the head-and-neck region. This retrospective study analyzed patients diagnosed with TB in the head-and-neck region at a health center between January 1, 2018, and January 1, 2024. The study population consisted of patients who were diagnosed with TB of the head and neck. The study analyzed data from 30 patients, comprising 14 (47%) males and 16 (53%) females, all of whom tested negative for HIV. Most cases (15, 50%) were observed in the age group of 15-24 years, with 5 (15.6%) subjects falling in the age bracket of 0-14 years. Among the types of lesions detected, cervical tubercular adenitis was the most frequently observed lesion, found in 22 (73%) subjects. Females are more susceptible to cervical tubercular adenitis, while males are more likely to experience laryngeal TB. The clinical manifestation of TB affecting the head-and-neck region can exhibit a diverse range of symptoms, which may lead to misinterpretation and diagnostic errors. Therefore, health-care practitioners must understand and include the condition in differential diagnoses.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38883520,Isolated Extra-Pulmonary Tuberculosis in ENT: A Commonly Missed Diagnosis.,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2024,Bela J Prajapati; Himanshu Bansal; Meweu Ritse; Adite Saxena; Anisha Ramola; Lalit Ashtaputre; Avinash Shah,"Tuberculosis (TB) constitutes 15-20% of TB cases in general practice among HIV-negative adults in India. The head and neck region provides an impressive field of research because of its varied presentations and different sites of involvement. TB may often mimic malignancy and is misdiagnosed, which leads to an unnecessary delay in diagnosis. Through this study, we aim to draw focus on the various ways in which isolated extrapulmonary TB manifests in today's clinical practice in the head and neck region. Prospective analysis of 60 patients diagnosed with TB in a simple random sampling over 1 year. The period of study was from July 2022 to June 2023. All those patients who presented to the ENT OPD of Civil Hospital of Asarwa. Patients with complete clinical data were included in the study. In our study patients in the 3rd and 4th decade of life were most commonly affected and a male preponderance of the disease was seen. The most common presentation of EPTB in the head and neck region is cervical lymphadenitis, followed by tuberculous otitis media and laryngeal TB. Each of these has a characteristic clinical presentation that helps to identify this disease. Fine needle aspiration cytology is a very efficient cytopathological examination method that helps in the diagnosis of the disease. Special care should be taken in patients in whom other routine conventional medical and surgical therapy fail to show the desired outcome. Special care and a high degree of suspicion are needed to diagnose extrapulmonary TB. Once rightly diagnosed, it will prevent the progression of the disease and its complications.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38841219,"Clinico-Laboratory Profile of Tuberculides: An Experience at a Tertiary Care Centre from Chandigarh, India.",Indian journal of dermatology,2024,Kavita Poonia; Gurvinder Pal Thami; Kanika Dogar; Surbhi Jain,"Tuberculides are characterised by delayed-type of immunologic reactions to <i>Mycobacterium tuberculosis</i> or its products in immuno-competent individuals. We herein describe clinico-epidemiological features and response to treatment in patients with tuberculides from a tertiary care centre from North India. This was a retrospective analysis of the clinical records of all the cutaneous tuberculosis (TB) patients (year 2000-2019) enrolled in the TB clinic. The patient records fulfilling the diagnostic criteria of tuberculides were considered for analysis. A total of 225 patients attended the tuberculosis clinic; out of this, 34 were diagnosed as tuberculides. Out of these 34 cases, 21 were identified as LS, 2 erythema induratum of Bazin, 1 papulonecrotic tuberculide, and 10 erythema nodosum. History of contact to open cases of TB was present in 15/34 (44.1%) patients. History of BCG vaccination was found in 15/34 (44.1%) patients. The focus of underlying TB could be identified in 20/34 (58.8%) patients. Skin biopsy was performed in all patients. In all patients, the diagnosis was confirmed by clinico-pathological correlation, positive TST, and the underlying focus of TB. All patients received 6 months regimen of anti-tubercular therapy with first-line drugs. In this study, we demonstrated various forms of tuberculides; lichen scrofulosorum was the most common form. We also included erythema nodosum cases also, which responded well to ATT. Observation from our study showed that tuberculides are important cutaneous markers for underlying tuberculosis infection, which helps in early detection of occult tuberculosis and timely management.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38809023,Immunoinhibitory effects of anti-tuberculosis therapy induce the host vulnerability to tuberculosis recurrence.,Microbiology spectrum,2024,Isha Pahuja; Antara Ghoshal; Ahmed Abdallah Okieh; Akanksha Verma; Kriti Negi; Meetu Agarwal; Nidhi Subhash Chandra; Saurabh Kumar Sharma; Ashima Bhaskar; Ved Prakash Dwivedi,"The host immune responses play a pivotal role in the establishment of long-term memory responses, which effectively aids in infection clearance. However, the prevailing anti-tuberculosis therapy, while aiming to combat tuberculosis (TB), also debilitates innate and adaptive immune components of the host. In this study, we explored how the front-line anti-TB drugs impact the host immune cells by modulating multiple signaling pathways and subsequently leading to disease relapse. Administration of these drugs led to a reduction in innate immune activation and also the cytokines required to trigger protective T cell responses. Moreover, these drugs led to activation-induced cell death in the mycobacterial-specific T cell leading to a reduced killing capacity. Furthermore, these drugs stalled the T cell differentiation into memory subsets by modulating the activation of STAT3, STAT4, FOXO1, and NFκB transcription factors and hampering the Th1 and Th17-mediated long-term host protective memory responses. These findings suggest the urgent need to augment directly observed treatment, short-course (DOTS) therapy with immunomodulatory agents to mitigate the adverse effects linked to the treatment.IMPORTANCEAs a central component of TB eradication initiatives, directly observed treatment, short-course (DOTS) therapy imparts immune-dampening effects during the course of treatment. This approach undermines the host immune system by delaying the activation process and lowering the immune response. In our investigation, we have unveiled the impact of DOTS on specific immune cell populations. Notably, the signaling pathways involving STAT3 and STAT4 critical for memory responses and NFκβ associated with pro-inflammation were substantially declined due to the therapy. Consequently, these drugs exhibit limited effectiveness in preventing recurrence of the disease. These observations highlight the imperative integration of immunomodulators to manage TB infection.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38805509,Barriers to engagement in the care cascade for tuberculosis disease in India: A systematic review of quantitative studies.,PLoS medicine,2024,Tulip A Jhaveri; Disha Jhaveri; Amith Galivanche; Maya Lubeck-Schricker; Dominic Voehler; Mei Chung; Pruthu Thekkur; Vineet Chadha; Ruvandhi Nathavitharana; Ajay M V Kumar; Hemant Deepak Shewade; Katherine Powers; Kenneth H Mayer; Jessica E Haberer; Paul Bain; Madhukar Pai; Srinath Satyanarayana; Ramnath Subbaraman,"India accounts for about one-quarter of people contracting tuberculosis (TB) disease annually and nearly one-third of TB deaths globally. Many Indians do not navigate all care cascade stages to receive TB treatment and achieve recurrence-free survival. Guided by a population/exposure/comparison/outcomes (PECO) framework, we report findings of a systematic review to identify factors contributing to unfavorable outcomes across each care cascade gap for TB disease in India. We defined care cascade gaps as comprising people with confirmed or presumptive TB who did not: start the TB diagnostic workup (Gap 1), complete the workup (Gap 2), start treatment (Gap 3), achieve treatment success (Gap 4), or achieve TB recurrence-free survival (Gap 5). Three systematic searches of PubMed, Embase, and Web of Science from January 1, 2000 to August 14, 2023 were conducted. We identified articles evaluating factors associated with unfavorable outcomes for each gap (reported as adjusted odds, relative risk, or hazard ratios) and, among people experiencing unfavorable outcomes, reasons for these outcomes (reported as proportions), with specific quality or risk of bias criteria for each gap. Findings were organized into person-, family-, and society-, or health system-related factors, using a social-ecological framework. Factors associated with unfavorable outcomes across multiple cascade stages included: male sex, older age, poverty-related factors, lower symptom severity or duration, undernutrition, alcohol use, smoking, and distrust of (or dissatisfaction with) health services. People previously treated for TB were more likely to seek care and engage in the diagnostic workup (Gaps 1 and 2) but more likely to suffer pretreatment loss to follow-up (Gap 3) and unfavorable treatment outcomes (Gap 4), especially those who were lost to follow-up during their prior treatment. For individual care cascade gaps, multiple studies highlighted lack of TB knowledge and structural barriers (e.g., transportation challenges) as contributing to lack of care-seeking for TB symptoms (Gap 1, 14 studies); lack of access to diagnostics (e.g., X-ray), non-identification of eligible people for testing, and failure of providers to communicate concern for TB as contributing to non-completion of the diagnostic workup (Gap 2, 17 studies); stigma, poor recording of patient contact information by providers, and early death from diagnostic delays as contributing to pretreatment loss to follow-up (Gap 3, 15 studies); and lack of TB knowledge, stigma, depression, and medication adverse effects as contributing to unfavorable treatment outcomes (Gap 4, 86 studies). Medication nonadherence contributed to unfavorable treatment outcomes (Gap 4) and TB recurrence (Gap 5, 14 studies). Limitations include lack of meta-analyses due to the heterogeneity of findings and limited generalizability to some Indian regions, given the country's diverse population. This systematic review illuminates common patterns of risk that shape outcomes for Indians with TB, while highlighting knowledge gaps-particularly regarding TB care for children or in the private sector-to guide future research. Findings may inform targeting of support services to people with TB who have higher risk of poor outcomes and inform multicomponent interventions to close gaps in the care cascade.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38800587,A ten-year experience of musculoskeletal tuberculosis at a tertiary care hospital in South India.,Journal of orthopaedics,2024,Druti Hazra; Rosemary Shaji V; Arushi Dhall; Arathi P Rao; Anil K Bhat; Kiran Chawla,"The delayed identification and management of musculoskeletal tuberculosis (MSTB) poses substantial health challenges and leads to significant morbidity. This study aimed to collate ten years of hospital data and provide valuable insights into the clinical, diagnostics, and outcomes of the patients diagnosed with MSTB. A retrospective study was undertaken to review clinic records from 2013 to 2022 for all individuals diagnosed with MSTB in a tertiary care hospital in South India. Over a decade, 400 cases of MSTB were diagnosed, revealing 57 % males and 43 % females with a mean age of 43.2 ± 18.9 years. Spinal TB constituted 72 % of cases, with the most common involvement of thoracic vertebrae (50.9 %). Extra-spinal MSTB accounted for 28 %, prevalent more in the pediatric age group (p < 0.05). Surgical intervention was required for 80 % of spinal TB cases and 58 % of extra-spinal MSTB cases. The average follow-up duration was two years, with 73 % completing treatment. Unfortunately, seven patients died, and three experienced relapse. Spinal TB is the most common type of MSTB and is predominant in young and middle-aged adults, while extra-spinal MSTB is more frequently observed in children. Where use of MRI facilitates early detection of spinal TB; histopathological and microbiological examination confirm the diagnosis. Combining anti-tubercular drugs with modern surgical approaches is essential for obtaining favorable outcomes and improving the quality of life of such patients. It is crucial to have advanced and affordable diagnostic facilities, along with increased public awareness, to reinforce tuberculosis control strategies.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
38800244,"Disseminated Tuberculosis of the Lungs, Brain, Pleurae, Mediastinal Lymphadenopathy, and Elbow Joint in an Immunocompetent Indian Female: A First-of-Its-Type Case.",Cureus,2024,Sankalp Yadav; Surinder Pal; Gautam Rawal; Madhan Jeyaraman; Naveen Jeyaraman,"Tuberculosis is usually seen in the lungs. However, the involvement of various extrapulmonary sites is due to the spread of the bacteria via blood, lymphatic, or direct inoculation. The present case is a rare presentation of tuberculosis in an Indian female who came with complaints of swelling in her right elbow joint, headache, and cough with expectoration. A diagnostic evaluation resulted in the isolation of <i>Mycobacterium tuberculosis</i> from the sputum samples and elbow joints, which was further supported by an exudative picture on the cerebrospinal fluid examination. The findings were supported by advanced radiometric techniques. She was commenced on an antituberculous treatment per her weight. Disseminated tuberculosis is a challenging diagnosis as there is often a delay in clinical presentation, a lack of awareness about the possibility of multiple sites with tuberculous infection in clinicians, and a time lag in the availability of the culture results.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
